child_id,uuid,action
S-F0040-P0962,uuid:2f9d3af3-d91b-4860-8c8f-f6a8b0ab5609,delete
S-F0058-P0071,uuid:4c92336f-794d-46aa-acd1-18279cc888ba,delete
S-F0010-P0171,uuid:4f9e5611-5a27-4a90-b7d7-cf986abd89b9,delete
S-F0021-P9841,uuid:7dbef005-d640-40f8-b402-05ba7a5d4501,delete
S-F0021-P1558,uuid:9dea858e-db2b-4d06-9f64-68df64cbe364,delete
S-F0021-P1605,uuid:a2ca26fb-cdc4-4c83-9d5c-62f46b23451b,delete
S-F0040-P0690,uuid:b451bf69-42a1-46fa-99c3-e35bea765e95,delete
