old_fid,uuid,new_fid
F0030,uuid:ecc5dc9d-e177-4786-8a15-8f81689721bd,F0014
F0034,uuid:46487e73-4635-46d0-8b48-ec4c1754d05f,F0019
F0038,uuid:0bae01b4-fd33-4664-b864-07e25c41ab71,F0037
F0038,uuid:fefcf01a-8085-4cbe-89e2-dedf8fd20b96,F0037
F0038,uuid:bf727fc2-7cca-46bc-8149-984189d54071,F0037
F0038,uuid:06701f93-503d-475b-96af-46207e917f35,F0037
